Carrier Concentration,Temperature,Conducitivty x,Conducitivty y,Conducitivty z,Conducitivty ave,Seebeck x,Seebeck y,Seebeck z,Seebeck ave,Kele x,Kele y,Kele z,Kele ave,Mobility x,Mobility y,Mobility z,Mobility ave,PF x,PF y,PF z,PF ave
7.5E+19,480,133547.766,133547.766,42131.2695,103075.602,-58.3532181,-58.3532181,-63.1279411,-59.9447937,1.47559905,1.47559905,0.487185985,1.14612806,111.138611,111.138611,35.0616913,85.7796402,4.55E-04,4.55E-04,1.68E-04,3.70E-04
1E+20,480,169781.766,169781.766,54137.9766,131233.828,-51.9920959,-51.9920959,-59.9141159,-54.6327705,1.95278108,1.95278108,0.676323652,1.52729523,105.969444,105.969444,33.7902679,81.9097214,4.59E-04,4.59E-04,1.94E-04,3.92E-04
2.5E+20,480,369134.375,369134.375,150305.156,296191.281,-48.7333832,-48.7333832,-69.7034302,-55.7234001,4.35367393,4.35367393,1.75664949,3.48799896,92.158226,92.158226,37.5252419,73.9472275,8.77E-04,8.77E-04,7.30E-04,9.20E-04
5E+20,480,677039.25,677039.25,335172.438,563083.688,-41.7283516,-41.7283516,-53.4643211,-45.6403389,7.80571079,7.80571079,3.80703616,6.47281885,84.5149307,84.5149307,41.8396378,70.2898331,1.18E-03,1.18E-03,9.58E-04,1.17E-03
7.5E+20,480,970716.438,970716.438,528341.188,823258,-36.847496,-36.847496,-42.9653854,-38.8867912,11.0576448,11.0576448,5.6789403,9.26474285,80.7831421,80.7831421,43.9686203,68.5116348,1.32E-03,1.32E-03,9.75E-04,1.24E-03
1E+21,480,1255684.75,1255684.75,695487.812,1068952.38,-32.7411995,-32.7411995,-33.0445404,-32.8423119,14.3342562,14.3342562,7.63056231,12.0996923,78.3736801,78.3736801,43.4089355,66.7187653,1.35E-03,1.35E-03,7.59E-04,1.15E-03
1E+16,500,24.994339,24.994339,7.00170612,18.9967937,-723.045288,-723.045288,-738.325256,-728.138611,2.28E-04,2.28E-04,6.44E-05,1.74E-04,155.995117,155.995117,43.6995239,118.563255,1.31E-05,1.31E-05,3.82E-06,1.01E-05
2.5E+16,500,62.4269447,62.4269447,17.4897747,47.4478874,-644.206116,-644.206116,-659.436829,-649.28302,5.69E-04,5.69E-04,1.61E-04,4.33E-04,155.854187,155.854187,43.6647644,118.45771,2.59E-05,2.59E-05,7.61E-06,2.00E-05
5E+16,500,124.697037,124.697037,34.9439507,94.779335,-584.637817,-584.637817,-599.838257,-589.704651,1.14E-03,1.14E-03,3.21E-04,8.64E-04,155.659241,155.659241,43.6205292,118.313011,4.26E-05,4.26E-05,1.26E-05,3.30E-05
7.5E+16,500,186.832367,186.832367,52.3689766,142.011246,-549.849365,-549.849365,-565.023499,-554.90741,1.70E-03,1.70E-03,4.82E-04,1.30E-03,155.481995,155.481995,43.5814934,118.181824,5.65E-05,5.65E-05,1.67E-05,4.37E-05
1E+17,500,248.822922,248.822922,69.7588882,189.134903,-525.171265,-525.171265,-540.29718,-530.213196,2.27E-03,2.27E-03,6.41E-04,1.72E-03,155.302979,155.302979,43.5400581,118.048676,6.86E-05,6.86E-05,2.04E-05,5.32E-05
2.5E+17,500,618.408508,618.408508,173.615494,470.144165,-447.044189,-447.044189,-461.988007,-452.025482,5.64E-03,5.64E-03,1.60E-03,4.29E-03,154.392075,154.392075,43.3449059,117.37635,1.24E-04,1.24E-04,3.71E-05,9.61E-05
5E+17,500,1226.03748,1226.03748,345.01413,932.363037,-388.624084,-388.624084,-403.312012,-393.52005,1.12E-02,1.12E-02,3.18E-03,8.55E-03,153.046478,153.046478,43.0681763,116.387047,1.85E-04,1.85E-04,5.61E-05,1.44E-04
7.5E+17,500,1824.34094,1824.34094,514.590027,1387.75732,-354.925812,-354.925812,-369.408173,-359.753265,1.68E-02,1.68E-02,4.75E-03,1.28E-02,151.821884,151.821884,42.8242455,115.489342,2.30E-04,2.30E-04,7.02E-05,1.80E-04
1E+18,500,2414.18774,2414.18774,682.503235,1836.95959,-331.30661,-331.30661,-345.581329,-336.06485,2.22E-02,2.22E-02,6.32E-03,1.69E-02,150.681747,150.681747,42.5984993,114.653999,2.65E-04,2.65E-04,8.15E-05,2.07E-04
2.5E+18,500,5815.31543,5815.31543,1663.57483,4431.40186,-258.801605,-258.801605,-271.915588,-263.172943,5.46E-02,5.46E-02,1.56E-02,4.16E-02,145.185364,145.185364,41.5328674,110.634529,3.89E-04,3.89E-04,1.23E-04,3.07E-04
5E+18,500,11128.459,11128.459,3232.95581,8496.62402,-207.791931,-207.791931,-219.371841,-211.651901,0.106670991,0.106670991,3.07E-02,8.14E-02,138.916748,138.916748,40.357048,106.063515,4.80E-04,4.80E-04,1.56E-04,3.81E-04
7.5E+18,500,16177.5918,16177.5918,4755.87207,12370.3516,-179.928223,-179.928223,-190.33371,-183.396729,0.157307312,0.157307312,4.58E-02,0.120124139,134.630127,134.630127,39.5784264,102.946228,5.24E-04,5.24E-04,1.72E-04,4.16E-04
1E+19,500,21065.8398,21065.8398,6251.61035,16127.7627,-161.151352,-161.151352,-170.618744,-164.307144,0.207183883,0.207183883,6.08E-02,0.158385113,131.482635,131.482635,39.0194817,100.661583,5.47E-04,5.47E-04,1.82E-04,4.35E-04
2.5E+19,500,48681.2773,48681.2773,14917.9404,37426.832,-107.274818,-107.274818,-113.493652,-109.347755,0.50313139,0.50313139,0.1531827,0.386481851,121.537849,121.537849,37.2441864,93.4399643,5.60E-04,5.60E-04,1.92E-04,4.48E-04
5E+19,500,90314.8672,90314.8672,28265.4512,69631.7266,-74.8314209,-74.8314209,-79.2287292,-76.2971878,0.993136525,0.993136525,0.315746874,0.767339945,112.740211,112.740211,35.2838135,86.9214096,5.06E-04,5.06E-04,1.77E-04,4.05E-04
7.5E+19,500,127859.133,127859.133,40364.2773,98694.1797,-60.9592056,-60.9592056,-66.1985779,-62.7056618,1.47504294,1.47504294,0.491411507,1.14716578,106.404526,106.404526,33.5912018,82.1334152,4.75E-04,4.75E-04,1.77E-04,3.88E-04
1E+20,500,162660.844,162660.844,51971.7227,125764.469,-54.4130211,-54.4130211,-63.0551949,-57.2937469,1.95490134,1.95490134,0.683723211,1.53117526,101.524918,101.524918,32.4381981,78.4960098,4.82E-04,4.82E-04,2.07E-04,4.13E-04
2.5E+20,500,354013.906,354013.906,144212.172,284080,-50.5933952,-50.5933952,-72.0051041,-57.7306328,4.36428595,4.36428595,1.76839721,3.49898982,88.3832397,88.3832397,36.0040627,70.9235153,9.06E-04,9.06E-04,7.48E-04,9.47E-04
5E+20,500,649541.625,649541.625,321559.781,540214.312,-43.3829536,-43.3829536,-55.476181,-47.414032,7.81124258,7.81124258,3.80342245,6.47530222,81.0823975,81.0823975,40.1403656,67.435051,1.22E-03,1.22E-03,9.90E-04,1.21E-03
7.5E+20,500,931341.125,931341.125,505915.125,789532.5,-38.3190193,-38.3190193,-44.5004158,-40.3794861,11.0631781,11.0631781,5.67268848,9.26634884,77.5063171,77.5063171,42.1023178,65.7049866,1.37E-03,1.37E-03,1.00E-03,1.29E-03
1E+21,500,1204870.88,1204870.88,666270.812,1025337.5,-34.1038704,-34.1038704,-34.5032539,-34.2369995,14.3419771,14.3419771,7.62252426,12.1021605,75.2021255,75.2021255,41.5853539,63.9965363,1.40E-03,1.40E-03,7.93E-04,1.20E-03
1E+16,520,23.6002827,23.6002827,6.6461544,17.9489059,-729.691101,-729.691101,-744.598816,-734.660339,2.27E-04,2.27E-04,6.40E-05,1.73E-04,147.278961,147.278961,41.4768028,112.011574,1.26E-05,1.26E-05,3.68E-06,9.69E-06
2.5E+16,520,58.9401703,58.9401703,16.5996666,44.8266716,-650.866577,-650.866577,-665.670715,-655.80127,5.60E-04,5.60E-04,1.59E-04,4.27E-04,147.146652,147.146652,41.4419518,111.911751,2.50E-05,2.50E-05,7.36E-06,1.93E-05
5E+16,520,117.743736,117.743736,33.1679611,89.5518112,-591.29364,-591.29364,-606.064331,-596.217224,1.12E-03,1.12E-03,3.19E-04,8.52E-04,146.978821,146.978821,41.4034157,111.787018,4.12E-05,4.12E-05,1.22E-05,3.18E-05
7.5E+16,520,176.432587,176.432587,49.7053642,134.19017,-556.490417,-556.490417,-571.186646,-561.38916,1.68E-03,1.68E-03,4.77E-04,1.28E-03,146.827011,146.827011,41.3647728,111.672935,5.46E-05,5.46E-05,1.62E-05,4.23E-05
1E+17,520,235.01268,235.01268,66.2234726,178.749619,-531.835938,-531.835938,-546.508972,-536.72699,2.23E-03,2.23E-03,6.36E-04,1.70E-03,146.683167,146.683167,41.3333855,111.566566,6.65E-05,6.65E-05,1.98E-05,5.15E-05
2.5E+17,520,584.413208,584.413208,164.884079,444.57016,-453.650085,-453.650085,-468.149078,-458.483063,5.56E-03,5.56E-03,1.58E-03,4.24E-03,145.90477,145.90477,41.1650085,110.991516,1.20E-04,1.20E-04,3.61E-05,9.35E-05
5E+17,520,1159.51709,1159.51709,327.859436,882.297852,-395.103333,-395.103333,-409.390594,-399.865753,1.11E-02,1.11E-02,3.15E-03,8.43E-03,144.742722,144.742722,40.9267502,110.137398,1.81E-04,1.81E-04,5.49E-05,1.41E-04
7.5E+17,520,1726.63354,1726.63354,489.256897,1314.17468,-361.311005,-361.311005,-375.400421,-366.007477,1.65E-02,1.65E-02,4.72E-03,1.26E-02,143.690659,143.690659,40.7160187,109.365784,2.25E-04,2.25E-04,6.89E-05,1.76E-04
1E+18,520,2286.50977,2286.50977,649.252869,1740.75745,-337.62149,-337.62149,-351.528656,-342.257202,2.20E-02,2.20E-02,6.27E-03,1.67E-02,142.712708,142.712708,40.5231743,108.649529,2.61E-04,2.61E-04,8.02E-05,2.04E-04
2.5E+18,520,5525.55469,5525.55469,1585.93091,4212.34668,-264.723694,-264.723694,-277.477783,-268.975067,5.40E-02,5.40E-02,1.55E-02,4.12E-02,137.951202,137.951202,39.5944099,105.165611,3.87E-04,3.87E-04,1.22E-04,3.05E-04
5E+18,520,10605.4111,10605.4111,3088.38306,8099.73486,-213.133041,-213.133041,-224.487305,-216.917801,0.105673373,0.105673373,3.06E-02,8.07E-02,132.387543,132.387543,38.5523415,101.109138,4.82E-04,4.82E-04,1.56E-04,3.81E-04
7.5E+18,520,15443.5908,15443.5908,4547.96631,11811.7158,-184.880768,-184.880768,-195.121582,-188.294373,0.156012088,0.156012088,4.56E-02,0.119209535,128.521744,128.521744,37.8482323,98.2972412,5.28E-04,5.28E-04,1.73E-04,4.19E-04
1E+19,520,20129.9531,20129.9531,5981.44238,15413.7822,-165.796188,-165.796188,-175.135391,-168.909256,0.205554739,0.205554739,6.06E-02,0.157227591,125.641281,125.641281,37.3332253,96.2052612,5.53E-04,5.53E-04,1.83E-04,4.40E-04
2.5E+19,520,46601.5117,46601.5117,14284.085,35829.0352,-110.945335,-110.945335,-117.214905,-113.035194,0.500299573,0.500299573,0.153145358,0.384581476,116.345505,116.345505,35.6616974,89.4509048,5.74E-04,5.74E-04,1.96E-04,4.58E-04
5E+19,520,86542.8281,86542.8281,27085.5293,66723.7266,-77.7644043,-77.7644043,-82.4289551,-79.319252,0.989931405,0.989931405,0.317142189,0.765668333,108.03157,108.03157,33.8109169,83.2913513,5.23E-04,5.23E-04,1.84E-04,4.20E-04
7.5E+19,520,122615.492,122615.492,38746.0625,94659.0234,-63.5754929,-63.5754929,-69.3423691,-65.4977798,1.47468567,1.47468567,0.495993525,1.14845502,102.040756,102.040756,32.2445183,78.7753448,4.96E-04,4.96E-04,1.86E-04,4.06E-04
1E+20,520,156075.484,156075.484,49980.4883,120710.492,-56.9202652,-56.9202652,-66.2992935,-60.0466118,1.95602167,1.95602167,0.690509737,1.53418434,97.4146576,97.4146576,31.1953678,75.3415604,5.06E-04,5.06E-04,2.20E-04,4.35E-04
2.5E+20,520,340041.031,340041.031,138601.312,272894.469,-52.511692,-52.511692,-74.3413696,-59.78825,4.37382507,4.37382507,1.77814794,3.50859928,84.8947601,84.8947601,34.6032524,68.130928,9.38E-04,9.38E-04,7.66E-04,9.75E-04
5E+20,520,624189.812,624189.812,309027.562,519135.75,-45.0519829,-45.0519829,-57.4439926,-49.1826515,7.82053375,7.82053375,3.80016661,6.48041153,77.9177246,77.9177246,38.5759659,64.8038025,1.27E-03,1.27E-03,1.02E-03,1.26E-03
7.5E+20,520,895062.75,895062.75,485300.25,758475.25,-39.8050537,-39.8050537,-46.0399399,-41.8833504,11.0740871,11.0740871,5.66687536,9.27168369,74.4872284,74.4872284,40.3867455,63.1204033,1.42E-03,1.42E-03,1.03E-03,1.33E-03
1E+21,520,1158011.62,1158011.62,639374.312,985132.5,-35.4645271,-35.4645271,-35.9541664,-35.6277428,14.3523216,14.3523216,7.61443901,12.1063614,72.2773972,72.2773972,39.9066086,61.487133,1.46E-03,1.46E-03,8.27E-04,1.25E-03
1E+16,540,22.3494453,22.3494453,6.3240428,17.0076447,-735.884277,-735.884277,-750.471436,-740.746643,2.28E-04,2.28E-04,6.37E-05,1.73E-04,139.430573,139.430573,39.4566422,106.105927,1.21E-05,1.21E-05,3.56E-06,9.33E-06
2.5E+16,540,55.8105049,55.8105049,15.7948933,42.4719658,-657.242798,-657.242798,-671.644897,-662.043518,5.55E-04,5.55E-04,1.58E-04,4.23E-04,139.326523,139.326523,39.4312019,106.028084,2.41E-05,2.41E-05,7.13E-06,1.86E-05
5E+16,540,111.500366,111.500366,31.5578918,84.8528748,-597.683411,-597.683411,-611.98584,-602.450867,1.10E-03,1.10E-03,3.16E-04,8.41E-04,139.183563,139.183563,39.393177,105.920105,3.98E-05,3.98E-05,1.18E-05,3.08E-05
7.5E+16,540,167.090652,167.090652,47.3008957,127.160736,-562.878052,-562.878052,-577.154541,-567.636902,1.65E-03,1.65E-03,4.73E-04,1.26E-03,139.05191,139.05191,39.3635979,105.822472,5.29E-05,5.29E-05,1.58E-05,4.10E-05
1E+17,540,222.587646,222.587646,63.0238609,169.399719,-538.214661,-538.214661,-552.468933,-542.966064,2.20E-03,2.20E-03,6.31E-04,1.68E-03,138.927658,138.927658,39.3362503,105.730522,6.45E-05,6.45E-05,1.92E-05,4.99E-05
2.5E+17,540,553.742981,553.742981,156.97084,421.485596,-459.945496,-459.945496,-474.055969,-464.649017,5.49E-03,5.49E-03,1.57E-03,4.18E-03,138.247574,138.247574,39.189373,105.228172,1.17E-04,1.17E-04,3.53E-05,9.10E-05
5E+17,540,1099.77856,1099.77856,312.300598,837.285889,-401.435547,-401.435547,-415.247498,-406.039551,1.10E-02,1.10E-02,3.13E-03,8.35E-03,137.285522,137.285522,38.9845352,104.518524,1.77E-04,1.77E-04,5.39E-05,1.38E-04
7.5E+17,540,1638.73242,1638.73242,466.261169,1247.90869,-367.558228,-367.558228,-381.193817,-372.103424,1.64E-02,1.64E-02,4.69E-03,1.25E-02,136.375504,136.375504,38.8023071,103.851105,2.21E-04,2.21E-04,6.78E-05,1.73E-04
1E+18,540,2171.35693,2171.35693,618.97821,1653.89734,-343.781219,-343.781219,-357.240845,-348.267731,2.17E-02,2.17E-02,6.24E-03,1.66E-02,135.525421,135.525421,38.6335793,103.228142,2.57E-04,2.57E-04,7.90E-05,2.01E-04
2.5E+18,540,5261.18018,5261.18018,1514.91858,4012.42651,-270.437958,-270.437958,-282.86673,-274.580902,5.35E-02,5.35E-02,1.54E-02,4.08E-02,131.350815,131.350815,37.8215141,100.174377,3.85E-04,3.85E-04,1.21E-04,3.03E-04
5E+18,540,10125.332,10125.332,2955.43188,7735.36523,-218.319534,-218.319534,-229.447815,-222.028976,0.104766332,0.104766332,3.05E-02,8.00E-02,126.394707,126.394707,36.8927078,96.5607071,4.83E-04,4.83E-04,1.56E-04,3.81E-04
7.5E+18,540,14767.292,14767.292,4356.35889,11296.9805,-189.689301,-189.689301,-199.776398,-193.051682,0.154750764,0.154750764,4.55E-02,0.118320607,122.893585,122.893585,36.2536736,94.0136108,5.31E-04,5.31E-04,1.74E-04,4.21E-04
1E+19,540,19266.7441,19266.7441,5732.74316,14755.4102,-170.330322,-170.330322,-179.592712,-173.417786,0.20405677,0.20405677,6.05E-02,0.156199992,120.253555,120.253555,35.7809677,92.0960312,5.59E-04,5.59E-04,1.85E-04,4.44E-04
2.5E+19,540,44682.7539,44682.7539,13700.4033,34355.3047,-114.585655,-114.585655,-120.922165,-116.697823,0.497987449,0.497987449,0.153288737,0.383087873,111.555122,111.555122,34.2044754,85.7715759,5.87E-04,5.87E-04,2.00E-04,4.68E-04
5E+19,540,83062.3828,83062.3828,26001.418,64042.0625,-80.7204819,-80.7204819,-85.6893311,-82.3767624,0.987927914,0.987927914,0.319030374,0.764962018,103.686928,103.686928,32.4576187,79.9438248,5.41E-04,5.41E-04,1.91E-04,4.35E-04
7.5E+19,540,117770.047,117770.047,37258.625,90932.9062,-66.2154617,-66.2154617,-72.5442352,-68.3250504,1.47490954,1.47490954,0.500746667,1.15018857,98.0083771,98.0083771,31.0066738,75.6744766,5.16E-04,5.16E-04,1.96E-04,4.25E-04
1E+20,540,150009.484,150009.484,48158.1719,116059.039,-59.3999481,-59.3999481,-69.5523224,-62.7840729,1.95934522,1.95934522,0.698343933,1.53901148,93.6285553,93.6285553,30.0579662,72.4383621,5.29E-04,5.29E-04,2.33E-04,4.57E-04
2.5E+20,540,327160.969,327160.969,133460.906,262594.281,-54.404171,-54.404171,-76.6747665,-61.8277016,4.38867235,4.38867235,1.79236853,3.52323794,81.6791229,81.6791229,33.3199005,65.5593796,9.68E-04,9.68E-04,7.85E-04,1.00E-03
5E+20,540,600729.625,600729.625,297469.562,499642.906,-46.7220192,-46.7220192,-59.3709412,-50.938324,7.83239746,7.83239746,3.80010486,6.48829985,74.9891891,74.9891891,37.1331825,62.3705177,1.31E-03,1.31E-03,1.05E-03,1.30E-03
7.5E+20,540,861506.625,861506.625,466299.531,729770.938,-41.2509193,-41.2509193,-47.543499,-43.3484459,11.0856857,11.0856857,5.66280413,9.27805805,71.6946869,71.6946869,38.8055038,60.7316284,1.47E-03,1.47E-03,1.05E-03,1.37E-03
1E+21,540,1114576.88,1114576.88,614546.812,947900.188,-36.8027992,-36.8027992,-37.3913116,-36.99897,14.3598719,14.3598719,7.60805988,12.1092682,69.5664139,69.5664139,38.3569946,59.1632729,1.51E-03,1.51E-03,8.59E-04,1.30E-03
1E+16,560,21.2318192,21.2318192,6.03470469,16.1661148,-741.564758,-741.564758,-756.104858,-746.411438,2.38E-04,2.38E-04,6.39E-05,1.80E-04,132.350189,132.350189,37.6260262,100.775475,1.17E-05,1.17E-05,3.45E-06,9.01E-06
2.5E+16,560,52.9830055,52.9830055,15.0628824,40.3429642,-663.281982,-663.281982,-677.330933,-667.964966,5.52E-04,5.52E-04,1.57E-04,4.20E-04,132.250641,132.250641,37.5997086,100.700325,2.33E-05,2.33E-05,6.91E-06,1.80E-05
5E+16,560,105.848106,105.848106,30.098053,80.5980911,-603.766113,-603.766113,-617.72876,-608.420349,1.09E-03,1.09E-03,3.14E-04,8.32E-04,132.123672,132.123672,37.5698738,100.605743,3.86E-05,3.86E-05,1.15E-05,2.98E-05
7.5E+16,560,158.631165,158.631165,45.1138954,120.792076,-568.964111,-568.964111,-582.883484,-573.603943,1.63E-03,1.63E-03,4.70E-04,1.25E-03,132.010071,132.010071,37.5431366,100.521095,5.14E-05,5.14E-05,1.53E-05,3.97E-05
1E+17,560,211.333023,211.333023,60.1129417,160.926331,-544.295227,-544.295227,-558.191467,-548.927307,2.18E-03,2.18E-03,6.27E-04,1.66E-03,131.902039,131.902039,37.5191536,100.441078,6.26E-05,6.26E-05,1.87E-05,4.85E-05
2.5E+17,560,526.142761,526.142761,149.776901,400.687469,-466.120575,-466.120575,-479.775208,-470.672119,5.43E-03,5.43E-03,1.56E-03,4.14E-03,131.356735,131.356735,37.3932915,100.035583,1.14E-04,1.14E-04,3.45E-05,8.88E-05
5E+17,560,1045.3291,1045.3291,298.117737,796.258606,-407.415894,-407.415894,-420.893341,-411.908356,1.08E-02,1.08E-02,3.12E-03,8.25E-03,130.488556,130.488556,37.214077,99.3970642,1.74E-04,1.74E-04,5.28E-05,1.35E-04
7.5E+17,560,1558.71484,1558.71484,445.264771,1187.56482,-373.527618,-373.527618,-386.777954,-377.944427,1.62E-02,1.62E-02,4.67E-03,1.24E-02,129.716415,129.716415,37.0549812,98.829277,2.17E-04,2.17E-04,6.66E-05,1.70E-04
1E+18,560,2066.63672,2066.63672,591.328247,1574.86719,-349.72998,-349.72998,-362.772217,-354.077393,2.16E-02,2.16E-02,6.21E-03,1.64E-02,128.989304,128.989304,36.9078026,98.2954712,2.53E-04,2.53E-04,7.78E-05,1.97E-04
2.5E+18,560,5018.71289,5018.71289,1449.66016,3829.02856,-275.925079,-275.925079,-288.074707,-279.974945,5.30E-02,5.30E-02,1.54E-02,4.05E-02,125.297371,125.297371,36.1922684,95.5956726,3.82E-04,3.82E-04,1.20E-04,3.00E-04
5E+18,560,9682.67871,9682.67871,2832.79785,7399.38525,-223.335953,-223.335953,-234.274506,-226.982132,0.103868537,0.103868537,3.04E-02,7.94E-02,120.869049,120.869049,35.3618698,92.3666611,4.83E-04,4.83E-04,1.55E-04,3.81E-04
7.5E+18,560,14142.4131,14142.4131,4179.55908,10821.4619,-194.375412,-194.375412,-204.366165,-197.705673,0.153594136,0.153594136,4.54E-02,0.117535375,117.693336,117.693336,34.782341,90.0563354,5.34E-04,5.34E-04,1.75E-04,4.23E-04
1E+19,560,18468.7422,18468.7422,5502.83887,14146.7744,-174.779938,-174.779938,-183.966599,-177.842163,0.202791318,0.202791318,6.04E-02,0.15534243,115.27282,115.27282,34.3460197,88.2972183,5.64E-04,5.64E-04,1.86E-04,4.47E-04
2.5E+19,560,42904.6133,42904.6133,13161.0312,32990.0859,-118.175667,-118.175667,-124.620285,-120.323875,0.495818973,0.495818973,0.153600618,0.381746173,107.115814,107.115814,32.8578796,82.3631668,5.99E-04,5.99E-04,2.04E-04,4.78E-04
5E+19,560,79834.1328,79834.1328,25000.7324,61556.332,-83.6703568,-83.6703568,-88.9882812,-85.4429932,0.985973835,0.985973835,0.32106775,0.764338493,99.6570969,99.6570969,31.2084599,76.840889,5.59E-04,5.59E-04,1.98E-04,4.49E-04
7.5E+19,560,113273.992,113273.992,35886.7852,87478.2578,-68.8572083,-68.8572083,-75.7983856,-71.1709366,1.47476721,1.47476721,0.505586684,1.15170705,94.2667542,94.2667542,29.8650246,72.7995071,5.37E-04,5.37E-04,2.06E-04,4.43E-04
1E+20,560,144378.594,144378.594,46476.8672,111744.688,-61.8888092,-61.8888092,-72.8364105,-65.5380096,1.96217966,1.96217966,0.70602113,1.54346025,90.1140289,90.1140289,29.0085793,69.7455444,5.53E-04,5.53E-04,2.47E-04,4.80E-04
2.5E+20,560,315115.75,315115.75,128666.383,252965.953,-56.3545303,-56.3545303,-79.0590363,-63.922699,4.39431667,4.39431667,1.79989207,3.52950859,78.6719055,78.6719055,32.1228943,63.1555672,1.00E-03,1.00E-03,8.04E-04,1.03E-03
5E+20,560,578938.25,578938.25,286718.219,481531.594,-48.3767357,-48.3767357,-61.295208,-52.6828918,7.84140205,7.84140205,3.7961483,6.49298429,72.2689667,72.2689667,35.7910881,60.1096764,1.35E-03,1.35E-03,1.08E-03,1.34E-03
7.5E+20,560,830242.625,830242.625,448696.969,703060.75,-42.7270508,-42.7270508,-49.0657921,-44.8399658,11.0900097,11.0900097,5.65874147,9.27958679,69.0928879,69.0928879,37.3406143,58.5088005,1.52E-03,1.52E-03,1.08E-03,1.41E-03
1E+21,560,1074110.5,1074110.5,591510.312,913243.75,-38.1713066,-38.1713066,-38.8512268,-38.3979454,14.3570156,14.3570156,7.59871626,12.104249,67.0407028,67.0407028,36.9191666,57.0001945,1.57E-03,1.57E-03,8.93E-04,1.35E-03
1E+16,580,20.2393875,20.2393875,5.77636623,15.4183807,-746.291077,-746.291077,-761.347839,-751.309998,2.63E-04,2.63E-04,6.50E-05,1.97E-04,125.907364,125.907364,35.9546928,95.9231339,1.13E-05,1.13E-05,3.35E-06,8.70E-06
2.5E+16,580,50.426487,50.426487,14.399334,38.4174347,-668.99115,-668.99115,-682.863159,-673.615173,5.57E-04,5.57E-04,1.57E-04,4.24E-04,125.828178,125.828178,35.9336472,95.8633347,2.26E-05,2.26E-05,6.71E-06,1.74E-05
5E+16,580,100.758675,100.758675,28.76717,76.7615051,-609.738464,-609.738464,-623.280396,-614.252441,1.09E-03,1.09E-03,3.13E-04,8.29E-04,125.760559,125.760559,35.9061699,95.8090897,3.75E-05,3.75E-05,1.12E-05,2.90E-05
7.5E+16,580,151.006302,151.006302,43.1204948,115.044365,-574.951599,-574.951599,-588.444641,-579.44928,1.62E-03,1.62E-03,4.69E-04,1.24E-03,125.660225,125.660225,35.8831787,95.7345352,4.99E-05,4.99E-05,1.49E-05,3.86E-05
1E+17,580,201.185196,201.185196,57.4588699,153.276413,-550.283691,-550.283691,-563.748535,-554.771973,2.16E-03,2.16E-03,6.24E-04,1.65E-03,125.565773,125.565773,35.8620262,95.6645203,6.09E-05,6.09E-05,1.83E-05,4.72E-05
2.5E+17,580,500.979706,500.979706,143.197342,381.718903,-472.016327,-472.016327,-485.291931,-476.441528,5.38E-03,5.38E-03,1.56E-03,4.11E-03,125.074112,125.074112,35.7505455,95.2995911,1.12E-04,1.12E-04,3.37E-05,8.66E-05
5E+17,580,996.008606,996.008606,285.137299,759.051514,-413.298157,-413.298157,-426.359283,-417.651855,1.07E-02,1.07E-02,3.11E-03,8.20E-03,124.331772,124.331772,35.5937004,94.7524109,1.70E-04,1.70E-04,5.18E-05,1.32E-04
7.5E+17,580,1485.66516,1485.66516,426.021545,1132.45056,-379.268127,-379.268127,-392.178711,-383.571655,1.61E-02,1.61E-02,4.65E-03,1.23E-02,123.637169,123.637169,35.4535484,94.2426224,2.14E-04,2.14E-04,6.55E-05,1.67E-04
